session,window_id,window_size_s,label,representation,fs,tau_samples,max_m,selected_m,min_fnn_percent,valid_count_at_selected_m,m_found
sample_6.csv,48,60,Drowsy,Raw,24.9931268901808,5,10,,1.3103448275862069,,False
sample_6.csv,49,60,Drowsy,Raw,24.9931268901808,5,10,,1.3745704467353952,,False
sample_6.csv,50,60,Drowsy,Raw,24.9931268901808,5,10,,3.310344827586207,,False
sample_6.csv,1,60,Awake,Processed,24.9931268901808,4,10,5.0,0.47425474254742545,1480.0,True
sample_6.csv,2,60,Awake,Processed,24.9931268901808,4,10,5.0,0.4076086956521739,1480.0,True
sample_6.csv,3,60,Awake,Processed,24.9931268901808,4,10,5.0,0.8130081300813009,1480.0,True
sample_6.csv,4,60,Awake,Processed,24.9931268901808,4,10,6.0,0.47814207650273227,1476.0,True
sample_6.csv,5,60,Awake,Processed,24.9931268901808,4,10,,1.084010840108401,,False
sample_6.csv,6,60,Awake,Processed,24.9931268901808,4,10,5.0,0.8130081300813009,1480.0,True
sample_6.csv,7,60,Awake,Processed,24.9931268901808,4,10,10.0,0.9589041095890412,1460.0,True
sample_6.csv,8,60,Awake,Processed,24.9931268901808,4,10,6.0,0.4755434782608696,1476.0,True
sample_6.csv,9,60,Awake,Processed,24.9931268901808,4,10,,1.2942779291553135,,False
sample_6.csv,10,60,Awake,Processed,24.9931268901808,4,10,6.0,0.6793478260869565,1476.0,True
sample_6.csv,11,60,Awake,Processed,24.9931268901808,4,10,6.0,0.4087193460490463,1476.0,True
sample_6.csv,12,60,Awake,Processed,24.9931268901808,4,10,,1.021798365122616,,False
sample_6.csv,13,60,Awake,Processed,24.9931268901808,4,10,5.0,0.27100271002710025,1480.0,True
